,offer_id,offer_type,adv_id,contractCode,kunlun_code,supid,traffic,country,created,type,adv_currency,revenue,t1,t2,outcome_dollar,cost,t3,t4
324,oni,OFLX_GA,SD2022083192,CS2022086816,,,,US,20230202000000,JSXMLX_1,USD,64000,0,0,,0,0,0
325,mlt,OFLX_GA,S0084,CS2021112974,219,PCL20210108596,,PH,20230202000000,JSXMLX_1,USD,42500,0,0,USD,15990,0,0
326,cam,OFLX_GA,S0103,CS2022076323,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,190000,0,0,USD,433650,0,0
328,laz,OFLX_GA,SD202107443,CS2022128804,nan,,,ID,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
329,sgd,OFLX_GA,S0073,CS2022066001,G103678,YMCS201809008,,TW,20230202000000,JSXMLX_1,USD,30590,0,0,USD,253,0,0
330,ago,OFLX_GA,S0264,CS2021020008,,,,BR,20230202000000,JSXMLX_1,USD,336000,0,0,,0,0,0
331,jsd,OFLX_GA,S0239,CS2021092333,,,,BR,20230202000000,JSXMLX_1,USD,5595000,0,0,,0,0,0
332,tfk,OFLX_GA,SD2021121474,CS2021123262,,,,US,20230202000000,JSXMLX_1,USD,5120000,0,0,,0,0,0
333,icw,OFLX_GA,SD2022072778,CS2022086784,,,,SA,20230202000000,JSXMLX_1,USD,60000,0,0,,0,0,0
334,mbm,OFLX_GA,S0150,CS2021081704,,,,PH,20230202000000,JSXMLX_1,USD,30000,0,0,,0,0,0
335,ola,OFLX_GA,SD202107516,CS2021061086,,,,KR,20230202000000,JSXMLX_1,USD,245000,0,0,,0,0,0
336,wap,OFLX_GA,S0230,CS2020110006,,,,RU,20230202000000,JSXMLX_1,USD,322000,0,0,,0,0,0
337,bid,OFLX_GA,SD2022052478,CS2022055668,,,,PH,20230202000000,JSXMLX_1,USD,390000,0,0,,0,0,0
339,ber,OFLX_GA,SD2022103483,CS2022097572,,,,RU,20230202000000,JSXMLX_1,USD,240000,0,0,,0,0,0
340,rcm,OFLX_GA,S0095,CS2022045182,G104636,YMCS201909004,,SG,20230202000000,JSXMLX_1,USD,8500,0,0,USD,0,0,0
341,yom,OFLX_GA,SD2022103482,CS2022097574,,,,IN,20230202000000,JSXMLX_1,USD,104000,0,0,,0,0,0
342,cro1,OFLX_GA,SD202108757,CS2021081847,,,,RU,20230202000000,JSXMLX_1,USD,606000,0,0,,0,0,0
343,mpo2,OFLX_GA,S0129,CS2021050426,112114,PCS2020070001,,TH,20230202000000,JSXMLX_1,USD,1240,0,0,USD,0,0,0
344,adf,OFLX_GA,SD2022052488,CS2022055636,112380,PCL20210109713,,VN,20230202000000,JSXMLX_1,USD,585000,0,0,USD,1510600,0,0
345,kpm,OFLX_GA,SD2021111173,CS2021102593,,,,US,20230202000000,JSXMLX_1,USD,1810000,0,0,,0,0,0
346,nsm2,OFLX_GA,S0263,CS2021102560,112114,PCS2020070001,,BR,20230202000000,JSXMLX_1,USD,12000,0,0,USD,0,0,0
347,fil,OFLX_GA,YH202109907,GZ2021092407,,,,ID,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
348,pie,OFLX_GA,SD2022082988,CS2022076295,219,PCL20210108596,,AE,20230202000000,JSXMLX_1,USD,0,0,0,USD,3480,0,0
349,mps,OFLX_GA,SD2022062581,CS2022045249,,,,GB,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
350,mpo2,OFLX_GA,S0129,CS2021050426,,,,TH,20230202000000,JSXMLX_1,USD,29380,0,0,,0,0,0
351,gxm,OFLX_GA,S0270,CS2022024288,S2021050112,PCS2021050126,,ID,20230202000000,JSXMLX_1,USD,3200,0,0,USD,0,0,0
352,tec3,OFLX_GA,S0150,CS2021081704,,,,DE,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
353,cwp,OFLX_GA,SD2022062533,CS2022076265,,,,MX,20230202000000,JSXMLX_1,USD,20000,0,0,,0,0,0
354,pdw,OFLX_GA,S0223,CS2021081831,G104016,P-CS-2019127194,,ID,20230202000000,JSXMLX_1,USD,2000,0,0,USD,89446,0,0
355,nsg,OFLX_GA,SD202107498,CS2021061199,112380,PCL20210109713,,IN,20230202000000,JSXMLX_1,USD,4960,0,0,USD,100400,0,0
356,bat,OFLX_GA,SD2022062576,CS2022055559,,,,HK,20230202000000,JSXMLX_1,USD,66000,0,0,,0,0,0
357,jsd,OFLX_GA,S0239,CS2021092333,112380,PCL20210109713,,TH,20230202000000,JSXMLX_1,USD,0,0,0,USD,30300,0,0
358,mpa,OFLX_GA,SD2022062528,CS2022055462,G103678,YMCS201809008,,TW,20230202000000,JSXMLX_1,USD,6000,0,0,USD,0,0,0
359,rsp,OFLX_GA,SD2022083008,CS2022086692,,,,RU,20230202000000,JSXMLX_1,USD,2792760,0,0,,0,0,0
360,nsm2,OFLX_GA,S0263,CS2021102560,,,,IN,20230202000000,JSXMLX_1,USD,15500,0,0,,0,0,0
361,acb,OFLX_GA,SD2022082998,CS2022076660,,,,BR,20230202000000,JSXMLX_1,USD,64000,0,0,,0,0,0
362,eco,OFLX_GA,SD2022052510,CS2022055690,,,,US,20230202000000,JSXMLX_1,USD,480000,0,0,,0,0,0
363,dom,OFLX_GA,S0278,CS2022024176,,,,MY,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
364,apm,OFLX_GA,SD2022083248,CS2022097357,,,,IN,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
365,mvt2,OFLX_GA,S0054,CS2022087122,G103678,YMCS201809008,,US,20230202000000,JSXMLX_1,USD,1500,0,0,USD,0,0,0
366,apt,OFLX_GA,SD2022062631,CS2022055699,,,,RU,20230202000000,JSXMLX_1,USD,100000,0,0,,0,0,0
367,aen,OFLX_GA,S0233,CS2021081982,,,,US,20230202000000,JSXMLX_1,USD,1094400,0,0,,0,0,0
368,ase,OFLX_GA,SD2022052341,CS2022055535,,,,IN,20230202000000,JSXMLX_1,USD,1908800,0,0,,0,0,0
369,aen,OFLX_GA,S0233,CS2021081982,,,,RU,20230202000000,JSXMLX_1,USD,5643800,0,0,,0,0,0
370,aen,OFLX_GA,S0233,CS2021081982,,,,IT,20230202000000,JSXMLX_1,USD,160000,0,0,,0,0,0
371,sgd,OFLX_GA,S0073,CS2022066001,G105214,PGZ2020070007,,MY,20230202000000,JSXMLX_1,USD,1400,0,0,CNY,21411,0,0
372,mvt2,OFLX_GA,S0054,CS2022087122,,,,CL,20230202000000,JSXMLX_1,USD,1500,0,0,,0,0,0
373,mar,OFLX_GA,SD2021121352,CS2021113033,,,,US,20230202000000,JSXMLX_1,USD,1288000,0,0,,0,0,0
374,sgd,OFLX_GA,S0073,CS2022066001,,,,ID,20230202000000,JSXMLX_1,USD,30000,0,0,,0,0,0
375,mel2,OFLX_GA,S0186,CS2021081740,,,,TW,20230202000000,JSXMLX_1,USD,58400,0,0,,0,0,0
376,xap,OFLX_GA,SD2022031991,CS2022034518,,,,ID,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
377,oem,OFLX_GA,SD202105158,CS2022034829,219,PCL20210108596,,TH,20230202000000,JSXMLX_1,USD,18000,0,0,USD,123480,0,0
378,gxm,OFLX_GA,S0270,CS2022024288,,,,US,20230202000000,JSXMLX_1,USD,3000,0,0,,0,0,0
379,dee,OFLX_GA,SD202107451,CS2021050826,,,,NG,20230202000000,JSXMLX_1,USD,88000,0,0,,0,0,0
380,con,OFLX_GA,S0275,CS2022024177,,,,MX,20230202000000,JSXMLX_1,USD,53000,0,0,,0,0,0
381,inm,OFLX_GA,S0238,CS2022118352,,,,VN,20230202000000,JSXMLX_1,USD,5371200,0,0,,0,0,0
382,nsm2,OFLX_GA,S0263,CS2021102560,,,,MY,20230202000000,JSXMLX_1,USD,800000,0,0,,0,0,0
383,gxm,OFLX_GA,S0270,CS2022024288,,,,RU,20230202000000,JSXMLX_1,USD,69000,0,0,,0,0,0
384,tta,OFLX_GA,SD2022082985,CS2022076390,112380,PCL20210109713,,US,20230202000000,JSXMLX_1,USD,0,0,0,USD,50300,0,0
385,kai,OFLX_GA,SD2022083206,CS2022087087,,,,ID,20230202000000,JSXMLX_1,USD,160000,0,0,,0,0,0
386,mps,OFLX_GA,SD2022062581,CS2022045249,,,,IN,20230202000000,JSXMLX_1,USD,703600,0,0,,0,0,0
387,asm,OFLX_GA,SD202106407,CS2021060879,,,,MX,20230202000000,JSXMLX_1,USD,480700,0,0,,0,0,0
388,mps,OFLX_GA,SD2022062581,CS2022045249,219,PCL20210108596,,DE,20230202000000,JSXMLX_1,USD,10000,0,0,USD,30750,0,0
389,acb,OFLX_GA,SD2022082998,CS2022076660,,,,PH,20230202000000,JSXMLX_1,USD,1185000,0,0,,0,0,0
391,glb1,OFLX_GA,SD2022032059,CS2021123655,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,6560,0,0,USD,31110,0,0
392,mpo2,OFLX_GA,S0129,CS2021050426,112114,PCS2020070001,,VN,20230202000000,JSXMLX_1,USD,1950,0,0,USD,463,0,0
393,max,OFLX_GA,SD2022062541,CS2022055469,,,,BR,20230202000000,JSXMLX_1,USD,377500,0,0,,0,0,0
394,kpm,OFLX_GA,SD2021111173,CS2021102593,219,PCL20210108596,,GB,20230202000000,JSXMLX_1,USD,0,0,0,USD,3390,0,0
395,cwp,OFLX_GA,SD2022062533,CS2022076265,,,,ES,20230202000000,JSXMLX_1,USD,72000,0,0,,0,0,0
396,sed,OFLX_GA,SD2022083252,CS2022087145,112380,PCL20210109713,,ID,20230202000000,JSXMLX_1,USD,58000,0,0,USD,200600,0,0
397,gxm,OFLX_GA,S0270,CS2022024288,,,,ID,20230202000000,JSXMLX_1,USD,534900,0,0,,0,0,0
398,adm3,OFLX_GA,S0168,CS2021123159,,,,MY,20230202000000,JSXMLX_1,USD,13600,0,0,,0,0,0
399,mvt2,OFLX_GA,S0054,CS2022087122,G105025,,,KR,20230202000000,JSXMLX_1,USD,11000,0,0,,6293,0,0
400,dom,OFLX_GA,S0278,CS2022024176,,,,IN,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
401,sgd,OFLX_GA,S0073,CS2022066001,,,,RU,20230202000000,JSXMLX_1,USD,3500,0,0,,0,0,0
402,sgd,OFLX_GA,S0073,CS2022066001,,,,US,20230202000000,JSXMLX_1,USD,4200,0,0,,0,0,0
403,fly,OFLX_GA,S0194,CS2021040297,G104636,YMCS201909004,,KR,20230202000000,JSXMLX_1,USD,256500,0,0,USD,30,0,0
404,gdj,OFLX_GA,S0227,CS2021081829,G105214,PGZ2020070007,,MX,20230202000000,JSXMLX_1,USD,2000,0,0,CNY,2710,0,0
405,abc,OFLX_GA,SD2022031993,CS2022118388,219,PCL20210108596,,RU,20230202000000,JSXMLX_1,USD,0,0,0,USD,15210,0,0
406,tic,OFLX_GA,SD2022082989,CS2022086909,112380,PCL20210109713,,ID,20230202000000,JSXMLX_1,USD,9100,0,0,USD,200800,0,0
407,mvt2,OFLX_GA,S0054,CS2022087122,,,,FR,20230202000000,JSXMLX_1,USD,10000,0,0,,0,0,0
408,cam,OFLX_GA,S0103,CS2022076323,,,,RU,20230202000000,JSXMLX_1,USD,2037800,0,0,,0,0,0
409,mvt2,OFLX_GA,S0054,CS2022087122,G103618,YMCS201809005,,MX,20230202000000,JSXMLX_1,USD,1500,0,0,USD,0,0,0
410,clo,OFLX_GA,SD2022083061,CS2022086760,,,,ID,20230202000000,JSXMLX_1,USD,1600000,0,0,,0,0,0
411,cam,OFLX_GA,S0103,CS2022076323,,,,US,20230202000000,JSXMLX_1,USD,800000,0,0,,0,0,0
412,cam,OFLX_GA,S0103,CS2022076323,,,,IT,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
413,Aur,OFLX_GA,S0258,CS2021123440,G104636,YMCS201909004,,TW,20230202000000,JSXMLX_1,USD,20000,0,0,USD,0,0,0
414,tic,OFLX_GA,SD2022082989,CS2022086909,,,,MY,20230202000000,JSXMLX_1,USD,1610000,0,0,,0,0,0
416,aen,OFLX_GA,S0233,CS2021081982,,,,ID,20230202000000,JSXMLX_1,USD,25600,0,0,,0,0,0
417,tcp2,OFLX_GA,S0206,CS2022076611,,,,TH,20230202000000,JSXMLX_1,USD,1080000,0,0,,0,0,0
418,mvt2,OFLX_GA,S0054,CS2022087122,112114,PCS2020070001,,RU,20230202000000,JSXMLX_1,USD,22500,0,0,USD,3070,0,0
419,mvt2,OFLX_GA,S0054,CS2022087122,S2022010589,PCS2022014255,,MX,20230202000000,JSXMLX_1,USD,4500,0,0,USD,0,0,0
420,mvt2,OFLX_GA,S0054,CS2022087122,,,,DE,20230202000000,JSXMLX_1,USD,10000,0,0,,0,0,0
421,jsd,OFLX_GA,S0239,CS2021092333,,,,PH,20230202000000,JSXMLX_1,USD,18300,0,0,,0,0,0
422,mld,OFLX_GA,S0186,CS2021081740,,,,FR,20230202000000,JSXMLX_1,USD,137600,0,0,,0,0,0
423,rtb,OFLX_GA,SD2022083205,CS2022086891,,,,IN,20230202000000,JSXMLX_1,USD,4400,0,0,,0,0,0
424,rcm,OFLX_GA,S0095,CS2022045182,,,,SG,20230202000000,JSXMLX_1,USD,119000,0,0,,0,0,0
425,pdw,OFLX_GA,S0223,CS2021081831,,,,TW,20230202000000,JSXMLX_1,USD,43200,0,0,,0,0,0
426,tec3,OFLX_GA,S0150,CS2021081704,,,,ID,20230202000000,JSXMLX_1,USD,154400,0,0,,0,0,0
427,ym,OFLX_GA,S0051,CS2021081797,,,,KR,20230202000000,JSXMLX_1,USD,45000,0,0,,0,0,0
428,mvt2,OFLX_GA,S0054,CS2022087122,G105214,PGZ2020070007,,SG,20230202000000,JSXMLX_1,USD,1500,0,0,CNY,29250,0,0
429,pro,OFLX_GA,SD2022062534,CS2022055460,G105025,,,KR,20230202000000,JSXMLX_1,USD,66500,0,0,,43713,0,0
430,mel2,OFLX_GA,S0186,CS2021081740,G104636,YMCS201909004,,KR,20230202000000,JSXMLX_1,USD,2800,0,0,USD,1,0,0
431,occ1,OFLX_GA,S0259,CS2021123160,112380,PCL20210109713,,ID,20230202000000,JSXMLX_1,USD,1004000,0,0,USD,100400,0,0
432,omb,OFLX_GA,SD2022052483,CS2022055467,112114,PCS2020070001,,KR,20230202000000,JSXMLX_1,USD,9400,0,0,USD,0,0,0
433,cwp,OFLX_GA,SD2022062533,CS2022076265,,,,IN,20230202000000,JSXMLX_1,USD,1200,0,0,,0,0,0
434,okx,OFLX_GA,SD2022083240,CS2022086971,,,,BR,20230202000000,JSXMLX_1,USD,50000,0,0,,0,0,0
435,phm,OFLX_GA,S0199,CS2022045048,,,,GB,20230202000000,JSXMLX_1,USD,2000000,0,0,,0,0,0
436,mvt2,OFLX_GA,S0054,CS2022087122,G105214,PGZ2020070007,,MX,20230202000000,JSXMLX_1,USD,25500,0,0,CNY,34586,0,0
437,jsd,OFLX_GA,S0239,CS2021092333,112380,PCL20210109713,,IN,20230202000000,JSXMLX_1,USD,0,0,0,USD,120200,0,0
438,asm,OFLX_GA,SD202106407,CS2021060879,,,,FR,20230202000000,JSXMLX_1,USD,135000,0,0,,0,0,0
439,mel2,OFLX_GA,S0186,CS2021081740,,,,KR,20230202000000,JSXMLX_1,USD,51100,0,0,,0,0,0
440,n2ym,OFLX_GA,S0051,CS2021081797,,,,IT,20230202000000,JSXMLX_1,USD,1000,0,0,,0,0,0
441,fly,OFLX_GA,S0194,CS2021040297,112114,PCS2020070001,,KR,20230202000000,JSXMLX_1,USD,6000,0,0,USD,0,0,0
443,mpo2,OFLX_GA,S0129,CS2021050426,,,,PH,20230202000000,JSXMLX_1,USD,39340,0,0,,0,0,0
444,aen,OFLX_GA,S0233,CS2021081982,,,,FR,20230202000000,JSXMLX_1,USD,2400,0,0,,0,0,0
445,asm,OFLX_GA,SD202106407,CS2021060879,,,,TH,20230202000000,JSXMLX_1,USD,9000,0,0,,0,0,0
446,mpo2,OFLX_GA,S0129,CS2021050426,G103111,YMCS201710003,,TH,20230202000000,JSXMLX_1,USD,1430,0,0,USD,0,0,0
447,thi,OFLX_GA,SD2022052466,MMT2022034920,,,,MX,20230202000000,JSXMLX_1,USD,604000,0,0,,0,0,0
448,fly,OFLX_GA,S0194,CS2021040297,,,,JP,20230202000000,JSXMLX_1,USD,4000,0,0,,0,0,0
449,tic,OFLX_GA,SD2022082989,CS2022086909,,,,PH,20230202000000,JSXMLX_1,USD,4040000,0,0,,0,0,0
450,fgm,OFLX_GA,SD2022093377,CS2022097376,112380,PCL20210109713,,BR,20230202000000,JSXMLX_1,USD,17600,0,0,USD,50100,0,0
452,mvt2,OFLX_GA,S0054,CS2022087122,,,,TR,20230202000000,JSXMLX_1,USD,7200,0,0,,0,0,0
453,mpo2,OFLX_GA,S0129,CS2021050426,,,,VN,20230202000000,JSXMLX_1,USD,6500,0,0,,0,0,0
454,pdw,OFLX_GA,S0223,CS2021081831,G103111,YMCS201710003,,VN,20230202000000,JSXMLX_1,USD,3000,0,0,USD,0,0,0
455,mld,OFLX_GA,S0186,CS2021081740,,,,HK,20230202000000,JSXMLX_1,USD,120000,0,0,,0,0,0
456,adm3,OFLX_GA,S0168,CS2021123159,G105025,,,KR,20230202000000,JSXMLX_1,USD,11900,0,0,,14945,0,0
457,mvt2,OFLX_GA,S0054,CS2022087122,G103111,YMCS201710003,,MY,20230202000000,JSXMLX_1,USD,1500,0,0,USD,0,0,0
458,pro,OFLX_GA,SD2022062534,CS2022055460,,,,MY,20230202000000,JSXMLX_1,USD,11200,0,0,,0,0,0
459,lit,OFLX_GA,SD202109889,CS2021092054,,,,RU,20230202000000,JSXMLX_1,USD,5484000,0,0,,0,0,0
460,mld,OFLX_GA,S0186,CS2021081740,,,,US,20230202000000,JSXMLX_1,USD,287600,0,0,,0,0,0
461,snr,OFLX_GA,S0247,CS2021112905,,,,GB,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
462,pdw,OFLX_GA,S0223,CS2021081831,,,,SA,20230202000000,JSXMLX_1,USD,7000,0,0,,0,0,0
463,cwp,OFLX_GA,SD2022062533,CS2022076265,,,,TW,20230202000000,JSXMLX_1,USD,230000,0,0,,0,0,0
464,mpa,OFLX_GA,SD2022062528,CS2022055462,G103111,YMCS201710003,,KR,20230202000000,JSXMLX_1,USD,54000,0,0,USD,0,0,0
465,ola,OFLX_GA,SD202107516,CS2021061086,S2022010589,PCS2022014255,,KR,20230202000000,JSXMLX_1,USD,7000,0,0,USD,0,0,0
466,kya,OFLX_GA,S0252,GZ2021112987,,,,US,20230202000000,JSXMLX_1,CNY,2925000,0,0,,0,0,0
467,flx,OFLX_GA,S0176,CS2021050423,,,,AU,20230202000000,JSXMLX_1,USD,20800,0,0,,0,0,0
468,mov,OFLX_GA,SD2022083006,CS2022076667,,,,HK,20230202000000,JSXMLX_1,USD,660000,0,0,,0,0,0
469,cam,OFLX_GA,S0103,CS2022076323,,,,TH,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
470,mvt2,OFLX_GA,S0054,CS2022087122,,,,BR,20230202000000,JSXMLX_1,USD,386200,0,0,,0,0,0
471,mvt2,OFLX_GA,S0054,CS2022087122,112114,PCS2020070001,,ID,20230202000000,JSXMLX_1,USD,9900,0,0,USD,38,0,0
472,thi,OFLX_GA,SD2022052466,MMT2022034920,,,,ES,20230202000000,JSXMLX_1,USD,30000,0,0,,0,0,0
473,mvt2,OFLX_GA,S0054,CS2022087122,,,,ID,20230202000000,JSXMLX_1,USD,146700,0,0,,0,0,0
474,nsg,OFLX_GA,SD202107498,CS2021061199,219,PCL20210108596,,VN,20230202000000,JSXMLX_1,USD,0,0,0,USD,4530,0,0
475,sgd,OFLX_GA,S0073,CS2022066001,,,,TH,20230202000000,JSXMLX_1,USD,112000,0,0,,0,0,0
476,bat,OFLX_GA,SD2022062576,CS2022055559,,,,KR,20230202000000,JSXMLX_1,USD,4000,0,0,,0,0,0
477,adf,OFLX_GA,SD2022052488,CS2022055636,219,PCL20210108596,,VN,20230202000000,JSXMLX_1,USD,0,0,0,USD,93570,0,0
478,inm,OFLX_GA,S0238,CS2022118352,219,PCL20210108596,,VN,20230202000000,JSXMLX_1,USD,1342800,0,0,USD,46680,0,0
480,fgm,OFLX_GA,SD2022093377,CS2022097376,,,,US,20230202000000,JSXMLX_1,USD,40000,0,0,,0,0,0
481,pdw,OFLX_GA,S0223,CS2021081831,,,,DE,20230202000000,JSXMLX_1,USD,14000,0,0,,0,0,0
483,asm,OFLX_GA,SD202106407,CS2021060879,,,,VN,20230202000000,JSXMLX_1,USD,3000,0,0,,0,0,0
484,ckb,OFLX_GA,SD2022052489,CS2022055672,219,PCL20210108596,,VN,20230202000000,JSXMLX_1,USD,25000,0,0,USD,24810,0,0
485,max,OFLX_GA,SD2022062541,CS2022055469,,,,DE,20230202000000,JSXMLX_1,USD,140000,0,0,,0,0,0
486,asm,OFLX_GA,SD202106407,CS2021060879,,,,TW,20230202000000,JSXMLX_1,USD,3600,0,0,,0,0,0
487,omg,OFLX_GA,SD202106368,CS2022045027,219,PCL20210108596,,VN,20230202000000,JSXMLX_1,USD,0,0,0,USD,23430,0,0
488,pdw,OFLX_GA,S0223,CS2021081831,112114,PCS2020070001,,ID,20230202000000,JSXMLX_1,USD,2000,0,0,USD,8,0,0
489,cwp,OFLX_GA,SD2022062533,CS2022076265,,,,FR,20230202000000,JSXMLX_1,USD,42000,0,0,,0,0,0
490,xap,OFLX_GA,SD2022031991,CS2022034518,,,,IT,20230202000000,JSXMLX_1,USD,192000,0,0,,0,0,0
491,gdj,OFLX_GA,S0227,CS2021081829,,,,MX,20230202000000,JSXMLX_1,USD,2000,0,0,,0,0,0
492,mbm,OFLX_GA,S0150,CS2021081704,219,PCL20210108596,,RU,20230202000000,JSXMLX_1,USD,0,0,0,USD,28230,0,0
493,adm3,OFLX_GA,S0168,CS2021123159,112380,PCL20210109713,,IN,20230202000000,JSXMLX_1,USD,0,0,0,USD,140000,0,0
