,offer_id,offer_type,adv_id,contractCode,kunlun_code,supid,traffic,country,created,type,adv_currency,revenue,t1,t2,outcome_dollar,cost,t3,t4
494,gxm,OFLX_GA,S0270,CS2022024288,,,,TH,20230202000000,JSXMLX_1,USD,48000,0,0,,0,0,0
495,mlt,OFLX_GA,S0084,CS2021112974,,,,RU,20230202000000,JSXMLX_1,USD,30400,0,0,,0,0,0
496,lit,OFLX_GA,SD202109889,CS2021092054,,,,ID,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
497,bis,OFLX_GA,SD2022032091,CS2022034592,219,PCL20210108596,,VN,20230202000000,JSXMLX_1,USD,4800,0,0,USD,9930,0,0
498,mlt,OFLX_GA,S0084,CS2021112974,,,,US,20230202000000,JSXMLX_1,USD,28000,0,0,,0,0,0
499,cam,OFLX_GA,S0103,CS2022076323,112380,PCL20210109713,,IT,20230202000000,JSXMLX_1,USD,0,0,0,USD,300100,0,0
500,nbd3,OFLX_GA,S0222,CS2021081952,,,,IN,20230202000000,JSXMLX_1,USD,120000,0,0,,0,0,0
501,aen,OFLX_GA,S0233,CS2021081982,,,,ES,20230202000000,JSXMLX_1,USD,551600,0,0,,0,0,0
502,mvt2,OFLX_GA,S0054,CS2022087122,G103172,YMCS201709026,,CO,20230202000000,JSXMLX_1,USD,1500,0,0,USD,200,0,0
503,cle2,OFLX_GA,SD2021121366,CS2021112780,,,,GB,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
504,dis,OFLX_GA,SD2022072774,CS2022076205,112380,PCL20210109713,,IN,20230202000000,JSXMLX_1,USD,0,0,0,USD,50100,0,0
505,mpa,OFLX_GA,SD2022062528,CS2022055462,G104636,YMCS201909004,,US,20230202000000,JSXMLX_1,USD,30000,0,0,USD,0,0,0
506,dis,OFLX_GA,SD2022072774,CS2022076205,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,0,0,0,USD,40920,0,0
507,laz,OFLX_GA,SD202107443,CS2022128804,109309,PCL20210108875,,MY,20230202000000,JSXMLX_1,USD,500,0,0,USD,200,0,0
508,fly,OFLX_GA,S0194,CS2021040297,G103172,YMCS201709026,,KR,20230202000000,JSXMLX_1,USD,3000,0,0,USD,300,0,0
509,gem,OFLX_GA,SD2022032070,CS2022024328,,,,TR,20230202000000,JSXMLX_1,USD,105000,0,0,,0,0,0
510,max,OFLX_GA,SD2022062541,CS2022055469,,,,IN,20230202000000,JSXMLX_1,USD,45000,0,0,,0,0,0
511,oni,OFLX_GA,SD2022083192,CS2022086816,112380,PCL20210109713,,ID,20230202000000,JSXMLX_1,USD,0,0,0,USD,24500,0,0
512,vik2,OFLX_GA,S0254,CS2021123422,112114,PCS2020070001,,KR,20230202000000,JSXMLX_1,USD,50000,0,0,USD,0,0,0
513,aha,OFLX_GA,S0257,CS2022014014,,,,ID,20230202000000,JSXMLX_1,USD,371000,0,0,,0,0,0
514,jsd,OFLX_GA,S0239,CS2021092333,,,,VN,20230202000000,JSXMLX_1,USD,455400,0,0,,0,0,0
515,mbp,OFLX_GA,SD2022062581,CS2022045249,,,,IN,20230202000000,JSXMLX_1,USD,5500,0,0,,0,0,0
516,adu,OFLX_GA,SD2022042281,CS2022034891,,,,SA,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
518,jsd,OFLX_GA,S0239,CS2021092333,,,,IN,20230202000000,JSXMLX_1,USD,553440,0,0,,0,0,0
519,fom,OFLX_GA,SD2022062720,CS2022066024,,,,RU,20230202000000,JSXMLX_1,USD,318000,0,0,,0,0,0
520,mpo2,OFLX_GA,S0129,CS2021050426,,,,US,20230202000000,JSXMLX_1,USD,6500,0,0,,0,0,0
521,bet,OFLX_GA,SD2022062650,CS2022055435,,,,IN,20230202000000,JSXMLX_1,USD,2600,0,0,,0,0,0
522,mvt2,OFLX_GA,S0054,CS2022087122,S2021100321,PCS2021103776,,VN,20230202000000,JSXMLX_1,USD,6000,0,0,USD,3100,0,0
524,omb,OFLX_GA,SD2022052483,CS2022055467,G104636,YMCS201909004,,KR,20230202000000,JSXMLX_1,USD,13000,0,0,USD,2,0,0
526,snr,OFLX_GA,S0247,CS2021112905,,,,ID,20230202000000,JSXMLX_1,USD,10000,0,0,,0,0,0
527,aen,OFLX_GA,S0233,CS2021081982,219,PCL20210108596,,PH,20230202000000,JSXMLX_1,USD,147760,0,0,USD,157200,0,0
529,phm,OFLX_GA,S0199,CS2022045048,,,,US,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
530,phm,OFLX_GA,S0199,CS2022045048,,,,HK,20230202000000,JSXMLX_1,USD,120000,0,0,,0,0,0
531,sed,OFLX_GA,SD2022083252,CS2022087145,,,,IN,20230202000000,JSXMLX_1,USD,216000,0,0,,0,0,0
532,nbd3,OFLX_GA,S0222,CS2021081952,,,,TH,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
533,ntm,OFLX_GA,SD2022083249,CS2022086926,,,,IN,20230202000000,JSXMLX_1,USD,104000,0,0,,0,0,0
534,okx,OFLX_GA,SD2022083240,CS2022086971,,,,AU,20230202000000,JSXMLX_1,USD,250000,0,0,,0,0,0
535,pdw,OFLX_GA,S0223,CS2021081831,,,,PK,20230202000000,JSXMLX_1,USD,4500,0,0,,0,0,0
536,mvt2,OFLX_GA,S0054,CS2022087122,,,,BD,20230202000000,JSXMLX_1,USD,22800,0,0,,0,0,0
537,laz,OFLX_GA,SD202107443,CS2022128804,109309,PCL20210108875,,TH,20230202000000,JSXMLX_1,USD,51000,0,0,USD,25800,0,0
538,fgm,OFLX_GA,SD2022093377,CS2022097376,219,PCL20210108596,,PH,20230202000000,JSXMLX_1,USD,43763,0,0,USD,15270,0,0
539,rcm,OFLX_GA,S0095,CS2022045182,,,,ID,20230202000000,JSXMLX_1,USD,17000,0,0,,0,0,0
540,mpo2,OFLX_GA,S0129,CS2021050426,112114,PCS2020070001,,UA,20230202000000,JSXMLX_1,USD,4890,0,0,USD,3500,0,0
541,pap,OFLX_GA,SD2021121650,CS2021123197,,,,US,20230202000000,JSXMLX_1,USD,240000,0,0,,0,0,0
542,tpa,OFLX_GA,S0012,YMCS201708015,,,,AU,20230202000000,JSXMLX_1,USD,1600000,0,0,,0,0,0
543,mpo2,OFLX_GA,S0129,CS2021050426,112114,PCS2020070001,,PH,20230202000000,JSXMLX_1,USD,5850,0,0,USD,0,0,0
544,nbd3,OFLX_GA,S0222,CS2021081952,,,,SA,20230202000000,JSXMLX_1,USD,10000,0,0,,0,0,0
545,adu,OFLX_GA,SD2022042281,CS2022034891,112380,PCL20210109713,,PH,20230202000000,JSXMLX_1,USD,620100,0,0,USD,59100,0,0
546,n2ym,OFLX_GA,S0051,CS2021081797,,,,ID,20230202000000,JSXMLX_1,USD,2500,0,0,,0,0,0
547,dis,OFLX_GA,SD2022072774,CS2022076205,,,,IN,20230202000000,JSXMLX_1,USD,77900,0,0,,0,0,0
548,mld,OFLX_GA,S0186,CS2021081740,,,,GB,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
549,mvt2,OFLX_GA,S0054,CS2022087122,S2021100321,PCS2021103776,,BD,20230202000000,JSXMLX_1,USD,3600,0,0,USD,2000,0,0
550,sou,OFLX_GA,SD2022103480,CS2022097575,,,,CA,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
551,mld,OFLX_GA,S0186,CS2021081740,,,,DE,20230202000000,JSXMLX_1,USD,40000,0,0,,0,0,0
552,apy,OFLX_GA,SD2022072734,CS2022055691,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,0,0,0,USD,8070,0,0
553,fom,OFLX_GA,SD2022062720,CS2022066024,,,,TR,20230202000000,JSXMLX_1,USD,224000,0,0,,0,0,0
554,gxm,OFLX_GA,S0270,CS2022024288,112114,PCS2020070001,,RU,20230202000000,JSXMLX_1,USD,40500,0,0,USD,11870,0,0
555,aha,OFLX_GA,S0257,CS2022014014,,,,RU,20230202000000,JSXMLX_1,USD,40800,0,0,,0,0,0
556,mps,OFLX_GA,SD2022062581,CS2022045249,,,,BR,20230202000000,JSXMLX_1,USD,1440000,0,0,,0,0,0
557,mvt2,OFLX_GA,S0054,CS2022087122,G103111,YMCS201710003,,CO,20230202000000,JSXMLX_1,USD,6000,0,0,USD,0,0,0
558,cam,OFLX_GA,S0103,CS2022076323,112380,PCL20210109713,,IN,20230202000000,JSXMLX_1,USD,0,0,0,USD,88700,0,0
559,fgm,OFLX_GA,SD2022093377,CS2022097376,,,,RU,20230202000000,JSXMLX_1,USD,1160000,0,0,,0,0,0
560,afr,OFLX_GA,SD2022052512,CS2022055619,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,28000,0,0,USD,47070,0,0
561,fly,OFLX_GA,S0194,CS2021040297,,,,KR,20230202000000,JSXMLX_1,USD,4631300,0,0,,0,0,0
562,nsm2,OFLX_GA,S0263,CS2021102560,112114,PCS2020070001,,VN,20230202000000,JSXMLX_1,USD,25000,0,0,USD,0,0,0
563,xap,OFLX_GA,SD2022031991,CS2022034518,219,PCL20210108596,,ID,20230202000000,JSXMLX_1,USD,0,0,0,USD,5490,0,0
564,dom,OFLX_GA,S0278,CS2022024176,,,,AE,20230202000000,JSXMLX_1,USD,60000,0,0,,0,0,0
566,nsm2,OFLX_GA,S0263,CS2021102560,,,,VN,20230202000000,JSXMLX_1,USD,316000,0,0,,0,0,0
567,phm2,OFLX_GA,S0199,CS2022045048,,,,IN,20230202000000,JSXMLX_1,USD,5520,0,0,,0,0,0
568,mpa,OFLX_GA,SD2022062528,CS2022055462,,,,HK,20230202000000,JSXMLX_1,USD,63000,0,0,,0,0,0
569,pdw,OFLX_GA,S0223,CS2021081831,,,,US,20230202000000,JSXMLX_1,USD,4200,0,0,,0,0,0
570,aen,OFLX_GA,S0233,CS2021081982,219,PCL20210108596,,VN,20230202000000,JSXMLX_1,USD,38400,0,0,USD,54690,0,0
571,oem,OFLX_GA,SD202105158,CS2022034829,112380,PCL20210109713,,TH,20230202000000,JSXMLX_1,USD,0,0,0,USD,199700,0,0
572,mbm,OFLX_GA,S0150,CS2021081704,219,PCL20210108596,,VN,20230202000000,JSXMLX_1,USD,0,0,0,USD,16350,0,0
573,mps,OFLX_GA,SD2022062581,CS2022045249,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,0,0,0,USD,7320,0,0
574,adm3,OFLX_GA,S0168,CS2021123159,,,,PH,20230202000000,JSXMLX_1,USD,18030,0,0,,0,0,0
575,nsm2,OFLX_GA,S0263,CS2021102560,G103111,YMCS201710003,,ID,20230202000000,JSXMLX_1,USD,10500,0,0,USD,0,0,0
576,abc,OFLX_GA,SD2022031993,CS2022118388,,,,RU,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
577,gxm,OFLX_GA,S0270,CS2022024288,G103111,YMCS201710003,,IN,20230202000000,JSXMLX_1,USD,2000,0,0,USD,0,0,0
578,cle2,OFLX_GA,SD2021121366,CS2021112780,,,,ID,20230202000000,JSXMLX_1,USD,308000,0,0,,0,0,0
579,mpa,OFLX_GA,SD2022062528,CS2022055462,,,,ID,20230202000000,JSXMLX_1,USD,241900,0,0,,0,0,0
580,occ1,OFLX_GA,S0259,CS2021123160,,,,CA,20230202000000,JSXMLX_1,USD,480000,0,0,,0,0,0
581,vik2,OFLX_GA,S0254,CS2021123422,G105025,,,KR,20230202000000,JSXMLX_1,USD,1568500,0,0,,1085595,0,0
582,fgm,OFLX_GA,SD2022093377,CS2022097376,,,,CA,20230202000000,JSXMLX_1,USD,6384000,0,0,,0,0,0
583,thi,OFLX_GA,SD2022052466,MMT2022034920,,,,BR,20230202000000,JSXMLX_1,USD,141000,0,0,,0,0,0
584,mpa,OFLX_GA,SD2022062528,CS2022055462,G103678,YMCS201809008,,HK,20230202000000,JSXMLX_1,USD,21000,0,0,USD,400,0,0
585,oni,OFLX_GA,SD2022083192,CS2022086816,,,,ID,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
586,fil,OFLX_GA,YH202109907,GZ2021092407,,,,GB,20230202000000,JSXMLX_1,USD,2760000,0,0,,0,0,0
588,nbd3,OFLX_GA,S0222,CS2021081952,219,PCL20210108596,,ID,20230202000000,JSXMLX_1,USD,85600,0,0,USD,40740,0,0
589,fgm,OFLX_GA,SD2022093377,CS2022097376,219,PCL20210108596,,BR,20230202000000,JSXMLX_1,USD,1458060,0,0,USD,901290,0,0
590,tcp2,OFLX_GA,S0206,CS2022076611,,,,US,20230202000000,JSXMLX_1,USD,300000,0,0,,0,0,0
591,thi,OFLX_GA,SD2022052466,MMT2022034920,,,,SA,20230202000000,JSXMLX_1,USD,180000,0,0,,0,0,0
592,fom,OFLX_GA,SD2022062720,CS2022066024,219,PCL20210108596,,PH,20230202000000,JSXMLX_1,USD,40000,0,0,USD,18330,0,0
593,adf,OFLX_GA,SD2022052488,CS2022055636,,,,VN,20230202000000,JSXMLX_1,USD,5780000,0,0,,0,0,0
594,apy,OFLX_GA,SD2022072734,CS2022055691,,,,IN,20230202000000,JSXMLX_1,USD,57000,0,0,,0,0,0
595,adu,OFLX_GA,SD2022042281,CS2022034891,,,,PH,20230202000000,JSXMLX_1,USD,2517900,0,0,,0,0,0
596,top,OFLX_GA,SD202109828,CS2021081878,,,,RU,20230202000000,JSXMLX_1,USD,40000,0,0,,0,0,0
597,onn,OFLX_GA,SD202105158,CS2022034829,,,,IN,20230202000000,JSXMLX_1,USD,320000,0,0,,0,0,0
598,mpo2,OFLX_GA,S0129,CS2021050426,,,,PK,20230202000000,JSXMLX_1,USD,1500,0,0,,0,0,0
599,bis,OFLX_GA,SD2022032091,CS2022034592,,,,VN,20230202000000,JSXMLX_1,USD,19200,0,0,,0,0,0
600,flx,OFLX_GA,S0176,CS2021050423,,,,KR,20230202000000,JSXMLX_1,USD,35680,0,0,,0,0,0
602,ase,OFLX_GA,SD2022052341,CS2022055535,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,477200,0,0,USD,413880,0,0
603,bid,OFLX_GA,SD2022052478,CS2022055668,,,,VN,20230202000000,JSXMLX_1,USD,260029,0,0,,0,0,0
604,ckb,OFLX_GA,SD2022052489,CS2022055672,,,,VN,20230202000000,JSXMLX_1,USD,100000,0,0,,0,0,0
605,lun,OFLX_GA,SD2022021834,CS2022013763,,,,US,20230202000000,JSXMLX_1,USD,566000,0,0,,0,0,0
606,cwp,OFLX_GA,SD2022062533,CS2022076265,,,,DE,20230202000000,JSXMLX_1,USD,128000,0,0,,0,0,0
607,mvt2,OFLX_GA,S0054,CS2022087122,,,,IT,20230202000000,JSXMLX_1,USD,8000,0,0,,0,0,0
608,acb,OFLX_GA,SD2022082998,CS2022076660,,,,TH,20230202000000,JSXMLX_1,USD,5484000,0,0,,0,0,0
609,cli,OFLX_GA,SD2022062533,CS2022076265,,,,IN,20230202000000,JSXMLX_1,USD,10000,0,0,,0,0,0
610,eco,OFLX_GA,SD2022052510,CS2022055690,,,,ID,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
611,ckb,OFLX_GA,SD2022052489,CS2022055672,,,,GB,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
612,lit,OFLX_GA,SD202109889,CS2021092054,,,,AU,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
613,rcm,OFLX_GA,S0095,CS2022045182,G105214,PGZ2020070007,,ID,20230202000000,JSXMLX_1,USD,8500,0,0,CNY,5200,0,0
614,okx,OFLX_GA,SD2022083240,CS2022086971,,,,JP,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
615,phm2,OFLX_GA,S0199,CS2022045048,,,,NG,20230202000000,JSXMLX_1,USD,6000,0,0,,0,0,0
616,dom,OFLX_GA,S0278,CS2022024176,,,,BR,20230202000000,JSXMLX_1,USD,720000,0,0,,0,0,0
617,nsm2,OFLX_GA,S0263,CS2021102560,,,,PH,20230202000000,JSXMLX_1,USD,20000,0,0,,0,0,0
618,icw,OFLX_GA,SD2022072778,CS2022086784,,,,IN,20230202000000,JSXMLX_1,USD,6500,0,0,,0,0,0
619,con,OFLX_GA,S0275,CS2022024177,,,,TH,20230202000000,JSXMLX_1,USD,2000,0,0,,0,0,0
620,bat,OFLX_GA,SD2022062576,CS2022055559,,,,US,20230202000000,JSXMLX_1,USD,28000,0,0,,0,0,0
621,mlt,OFLX_GA,S0084,CS2021112974,,,,MX,20230202000000,JSXMLX_1,USD,168000,0,0,,0,0,0
622,oem,OFLX_GA,SD202105158,CS2022034829,,,,IN,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
623,nsg,OFLX_GA,SD202107498,CS2021061199,,,,IN,20230202000000,JSXMLX_1,USD,19840,0,0,,0,0,0
624,pdw,OFLX_GA,S0223,CS2021081831,,,,ID,20230202000000,JSXMLX_1,USD,299500,0,0,,0,0,0
625,gxm,OFLX_GA,S0270,CS2022024288,112114,PCS2020070001,,ID,20230202000000,JSXMLX_1,USD,72500,0,0,USD,11862,0,0
626,ase,OFLX_GA,SD2022052341,CS2022055535,,,,PH,20230202000000,JSXMLX_1,USD,311040,0,0,,0,0,0
627,tec3,OFLX_GA,S0150,CS2021081704,219,PCL20210108596,,ID,20230202000000,JSXMLX_1,USD,33600,0,0,USD,92190,0,0
628,kai,OFLX_GA,SD2022083206,CS2022087087,,,,AU,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
629,mov,OFLX_GA,SD2022083006,CS2022076667,,,,VN,20230202000000,JSXMLX_1,USD,57000,0,0,,0,0,0
630,pdw,OFLX_GA,S0223,CS2021081831,G105214,PGZ2020070007,,JP,20230202000000,JSXMLX_1,USD,54000,0,0,CNY,286494,0,0
631,vik3,OFLX_GA,S0254,CS2021123422,G105025,,,KR,20230202000000,JSXMLX_1,USD,36200,0,0,,35520,0,0
632,jsd,OFLX_GA,S0239,CS2021092333,112380,PCL20210109713,,RU,20230202000000,JSXMLX_1,USD,792000,0,0,USD,669200,0,0
633,tcp2,OFLX_GA,S0206,CS2022076611,,,,RU,20230202000000,JSXMLX_1,USD,60000,0,0,,0,0,0
634,kai,OFLX_GA,SD2022083206,CS2022087087,219,PCL20210108596,,ID,20230202000000,JSXMLX_1,USD,40000,0,0,USD,9030,0,0
635,mvt2,OFLX_GA,S0054,CS2022087122,G103172,YMCS201709026,,MX,20230202000000,JSXMLX_1,USD,3000,0,0,USD,400,0,0
636,n2ym,OFLX_GA,S0051,CS2021081797,,,,TH,20230202000000,JSXMLX_1,USD,7400,0,0,,0,0,0
637,mpo2,OFLX_GA,S0129,CS2021050426,112114,PCS2020070001,,RU,20230202000000,JSXMLX_1,USD,11050,0,0,USD,2019,0,0
638,tve,OFLX_GA,SD2022062643,CS2022055638,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,221000,0,0,USD,140850,0,0
639,rcm,OFLX_GA,S0095,CS2022045182,G103678,YMCS201809008,,SG,20230202000000,JSXMLX_1,USD,25500,0,0,USD,0,0,0
640,mvt2,OFLX_GA,S0054,CS2022087122,,,,AU,20230202000000,JSXMLX_1,USD,88300,0,0,,0,0,0
641,fil,OFLX_GA,YH202109907,GZ2021092407,,,,VN,20230202000000,JSXMLX_1,USD,17600,0,0,,0,0,0
642,mvt2,OFLX_GA,S0054,CS2022087122,112114,PCS2020070001,,SG,20230202000000,JSXMLX_1,USD,1500,0,0,USD,0,0,0
643,vik3,OFLX_GA,S0254,CS2021123422,,,,KR,20230202000000,JSXMLX_1,USD,66000,0,0,,0,0,0
644,mpa,OFLX_GA,SD2022062528,CS2022055462,112114,PCS2020070001,,ID,20230202000000,JSXMLX_1,USD,28200,0,0,USD,2613,0,0
645,gxm,OFLX_GA,S0270,CS2022024288,S2021100321,PCS2021103776,,IN,20230202000000,JSXMLX_1,USD,3600,0,0,USD,1600,0,0
646,flb,OFLX_GA,S0194,CS2021040297,G105025,,,KR,20230202000000,JSXMLX_1,USD,1911000,0,0,,1190878,0,0
647,axp,OFLX_GA,SD2022062630,CS2022065883,112380,PCL20210109713,,SA,20230202000000,JSXMLX_1,USD,16000,0,0,USD,200000,0,0
648,mbv,OFLX_GA,SD2022052492,CS2022055499,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,72000,0,0,USD,87270,0,0
649,mvt2,OFLX_GA,S0054,CS2022087122,,,,IN,20230202000000,JSXMLX_1,USD,105800,0,0,,0,0,0
650,dom,OFLX_GA,S0278,CS2022024176,,,,FR,20230202000000,JSXMLX_1,USD,0,0,0,,0,0,0
651,rcm,OFLX_GA,S0095,CS2022045182,G105214,PGZ2020070007,,MY,20230202000000,JSXMLX_1,USD,2000,0,0,CNY,30589,0,0
652,fgm,OFLX_GA,SD2022093377,CS2022097376,,,,PH,20230202000000,JSXMLX_1,USD,586900,0,0,,0,0,0
653,mpa,OFLX_GA,SD2022062528,CS2022055462,,,,DE,20230202000000,JSXMLX_1,USD,3000,0,0,,0,0,0
654,nbd3,OFLX_GA,S0222,CS2021081952,,,,ID,20230202000000,JSXMLX_1,USD,518400,0,0,,0,0,0
655,occ1,OFLX_GA,S0259,CS2021123160,,,,TR,20230202000000,JSXMLX_1,USD,4000,0,0,,0,0,0
656,lit,OFLX_GA,SD202109889,CS2021092054,,,,IN,20230202000000,JSXMLX_1,USD,147600,0,0,,0,0,0
658,aen,OFLX_GA,S0233,CS2021081982,219,PCL20210108596,,IN,20230202000000,JSXMLX_1,USD,1933600,0,0,USD,1060290,0,0
659,bat,OFLX_GA,SD2022062576,CS2022055559,,,,MX,20230202000000,JSXMLX_1,USD,10000,0,0,,0,0,0
660,fom,OFLX_GA,SD2022062720,CS2022066024,,,,PH,20230202000000,JSXMLX_1,USD,280000,0,0,,0,0,0
661,mbv,OFLX_GA,SD2022052492,CS2022055499,,,,IN,20230202000000,JSXMLX_1,USD,348000,0,0,,0,0,0
662,mps,OFLX_GA,SD2022062581,CS2022045249,,,,CA,20230202000000,JSXMLX_1,USD,1080000,0,0,,0,0,0
